proton_number,neutron_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
104,142,-1810.385766,True,7.079500000000001e-06,-8.721767,-0.105442,-8.721767,-0.105442,0.479338,0.376745,60.0,-4.880131,-2.577141,-7.457273,-0.047082,-0.055075,0.123103,0.16941099999999998,-0.8361959999999999,-0.687814,-1.52401,6.010891,5.950485,5.985428,6.004311,7.518992,6.009944,5.950227,5.984771,6.004055,7.518992,0.28120300000000004,0.303922,0.290696,0.280199,0.303796,0.29006,0.0,0.0,0.0,18.201065,14.119225,32.32029,18.130311,14.112141,32.242452,0.0,0.0,0.0,1.298319,0.943661,2.24198,1.336575,0.94323,2.279805,0.0,0.0,0.0,0.124069,0.08472400000000001,0.208792,0.0,0.0,0.0,-0.033119,-0.014612,-0.04773,2825.078512,1760.270249,4585.348761,-7733.258099,-57.133017,-7676.125082,237.005917,237.005917,0.0,-82.86960699999999,-82.86960699999999,0.0,1192.3685449999996,1232.736577,-40.368032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,144,-1827.635154,True,9.498e-06,-8.431428,-0.502446,-8.431428,-0.502446,0.454278,0.367243,60.0,-4.426525,-2.4657150000000003,-6.8922399999999975,-0.046621,-0.054697,0.131903,0.17771199999999998,-0.827766,-0.687757,-1.515523,6.029243,5.96007,6.000332,6.013624,7.539314,6.028522,5.959866000000001,5.9998260000000005,6.013422,7.539314,0.27896,0.30206500000000003,0.288519,0.278328,0.302066,0.28815100000000005,0.0,0.0,0.0,18.422137,14.078169,32.500305,18.376008,14.077281,32.453289,0.0,0.0,0.0,1.239019,0.8859670000000001,2.1249860000000003,1.279218,0.8863850000000001,2.165603,0.0,0.0,0.0,0.049217,0.035818,0.085035,0.0,0.0,0.0,-0.062036,-0.033433,-0.095469,2869.926952,1754.2923879999994,4624.21934,-7788.103811,-60.074383,-7728.029428,238.00418900000003,238.00418900000003,0.0,-83.613412,-83.613412,0.0,1190.266302,1230.565335,-40.299033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,146,-1844.315585,True,9.1607e-06,-8.147619,-0.921506,-8.147619,-0.921506,0.43338,0.351663,60.0,-4.078233,-2.280431,-6.358664,-0.046054000000000005,-0.054229999999999993,0.141304,0.189585,-0.821883,-0.683241,-1.505124,6.048585,5.9706480000000015,6.016286,6.023923,7.559525999999999,6.048178,5.970479,6.015977,6.023756,7.559525999999999,0.278094,0.301243,0.287578,0.277989,0.301386,0.287576,0.0,0.0,0.0,18.739681,14.089729,32.82941,18.730107,14.095628,32.825736,0.0,0.0,0.0,1.126575,0.795239,1.921814,1.164723,0.797365,1.962089,0.0,0.0,0.0,-0.03997,-0.022289,-0.062259,0.0,0.0,0.0,-0.086966,-0.050602,-0.137569,2914.906556,1748.141579,4663.0481340000015,-7842.419731,-63.092685,-7779.327045999998,239.15154500000003,239.15154500000003,0.0,-84.288021,-84.288021,0.0,1188.056276,1228.285077,-40.228801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,148,-1860.459702,True,8.8372e-06,-7.854052999999999,-1.367894,-7.854052999999999,-1.367894,0.408636,0.335774,60.0,-3.6822550000000014,-2.100529,-5.782784,-0.045348,-0.053674,0.158196,0.201593,-0.8245459999999999,-0.677693,-1.50224,6.068275,5.981807,6.03274,6.034799,7.579632000000001,6.0677949999999985,5.981677,6.032403,6.0346699999999975,7.579632000000001,0.276969,0.300125,0.28636500000000004,0.277027,0.300475,0.286542,0.0,0.0,0.0,19.042942,14.089972,33.132914,19.043861,14.105816,33.149677000000004,0.0,0.0,0.0,0.971675,0.681171,1.6528459999999998,1.0025190000000002,0.6858380000000001,1.688357,0.0,0.0,0.0,-0.131547,-0.081255,-0.212802,0.0,0.0,0.0,-0.101198,-0.06195800000000001,-0.163156,2959.811494,1741.960972,4701.772465,-7896.447322,-66.166844,-7830.280478,240.673148,240.673148,0.0,-84.89001800000003,-84.89001800000003,0.0,1185.717048,1225.874662,-40.157613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,150,-1875.961147,True,6.438600000000001e-06,-7.507533,-1.840913,-7.507533,-1.840913,0.383588,0.320933,60.0,-3.295871,-1.94,-5.235871,-0.044644,-0.053091999999999986,0.186179,0.210416,-0.84204,-0.6683399999999999,-1.5103799999999998,6.088235,5.993519,6.049633,6.046224,7.599631,6.087777,5.993405,6.049315,6.04611,7.599631,0.275187,0.298387,0.284511,0.275208,0.298948,0.284749,0.0,0.0,0.0,19.30244,14.063318,33.365758,19.301015,14.08918,33.390194,0.0,0.0,0.0,0.787516,0.554189,1.3417059999999998,0.808832,0.5612229999999999,1.370055,0.0,0.0,0.0,-0.22086,-0.137542,-0.358401,0.0,0.0,0.0,-0.104482,-0.067689,-0.172171,3005.040965,1735.775671,4740.816636,-7950.025591,-69.309373,-7880.716217,242.549394,242.549394,0.0,-85.795661,-85.795661,0.0,1183.240326,1223.325573,-40.085247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,152,-1890.652472,True,9.3332e-06,-7.107912,-2.308637,-7.107912,-2.308637,0.368326,0.3103,60.0,-3.082309,-1.830195,-4.912504,-0.044014,-0.05261,0.191719,0.214714,-0.813021,-0.658896,-1.471917,6.108907,6.005729,6.067202,6.058143,7.619525,6.108942,6.00558,6.067164,6.057995,7.619525,0.27413200000000004,0.297579,0.283465,0.274267,0.298236,0.283808,0.0,0.0,0.0,19.617337,14.082411,33.699748,19.627238,14.11281,33.740048,0.0,0.0,0.0,0.60515,0.43845,1.0436,0.619907,0.44655,1.066457,0.0,0.0,0.0,-0.300877,-0.185523,-0.4864,0.0,0.0,0.0,-0.097978,-0.067982,-0.16596,3050.547538,1729.74223,4780.289768,-8002.923639,-72.540527,-7930.383112,244.378181,244.378181,0.0,-86.776724,-86.776724,0.0,1180.764364,1220.778527,-40.014163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,154,-1904.328696,True,9.2062e-06,-6.7342830000000005,-2.769155,-6.7342830000000005,-2.769155,0.362758,0.30440900000000004,60.0,-3.035747,-1.776827,-4.812575,-0.043348000000000005,-0.052152,0.156912,0.21366,-0.7281479999999999,-0.6500520000000001,-1.3782,6.1288519999999975,6.016916,6.083979,6.06905,7.639316,6.128957,6.0167800000000025,6.083988,6.0689150000000005,7.639316,0.271637,0.29538600000000004,0.281,0.272079,0.296147,0.281567,0.0,0.0,0.0,19.823394,14.030776,33.85417,19.856312,14.066257,33.922569,0.0,0.0,0.0,0.412849,0.324554,0.7374029999999999,0.420424,0.333258,0.753682,0.0,0.0,0.0,-0.362692,-0.221184,-0.583875,0.0,0.0,0.0,-0.081456,-0.063685,-0.14514100000000002,3095.611958,1723.584441,4819.196399,-8053.762274,-75.863575,-7977.898698999998,245.452984,245.452984,0.0,-87.44976,-87.44976,0.0,1178.424728,1218.365525,-39.940797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,156,-1917.346823,True,6.0546e-06,-6.450956,-3.223641,-6.450956,-3.223641,0.375472,0.304061,60.0,-3.291704,-1.7853740000000002,-5.077078,-0.042829,-0.051784,0.13104000000000002,0.206867,-0.696645,-0.642826,-1.339471,6.147421,6.026721,6.099428,6.0785870000000015,7.659005,6.147429,6.026667,6.099411,6.078533,7.659005,0.266853,0.291077,0.27631300000000003,0.26743,0.291981,0.277017,0.0,0.0,0.0,19.846933,13.871178,33.718112,19.889835,13.913999,33.803834,0.0,0.0,0.0,0.215356,0.212917,0.428273,0.212773,0.221965,0.434738,0.0,0.0,0.0,-0.393005,-0.238385,-0.63139,0.0,0.0,0.0,-0.05600700000000002,-0.05399,-0.109997,3140.37127,1717.370925,4857.742195000002,-8103.351065000003,-79.263646,-8024.087418999998,246.091759,246.091759,0.0,-87.62725999999998,-87.62725999999998,0.0,1176.214097,1216.079982,-39.865885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,158,-1930.015052,True,6.9302e-06,-6.221223,-3.6771,-6.221223,-3.6771,0.382045,0.309694,60.0,-3.434974,-1.861126,-5.2961,-0.042492,-0.051534,0.13635899999999998,0.196251,-0.729837,-0.641096,-1.370932,6.16501,6.035964,6.114112,6.087568,7.6785929999999984,6.1650730000000005,6.036028,6.114175,6.087631,7.6785929999999984,0.260044,0.284787,0.269616,0.260432,0.285887,0.27028,0.0,0.0,0.0,19.700681,13.613110999999998,33.313792,19.730487,13.665965,33.396451,0.0,0.0,0.0,0.017828,0.102211,0.120039,0.005989,0.111589,0.117578,0.0,0.0,0.0,-0.398804,-0.242056,-0.6408590000000001,0.0,0.0,0.0,-0.028349,-0.041767,-0.070116,3185.063930000001,1711.2738,4896.337729999998,-8153.004617,-82.709079,-8070.295537999998,247.106048,247.106048,0.0,-87.75295200000002,-87.75295200000002,0.0,1173.965771,1213.756195,-39.790425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,160,-1942.340164,True,8.5651e-06,-5.945804,-4.120158,-5.945804,-4.120158,0.3788510000000001,0.320319,60.0,-3.391761,-1.997265,-5.389026,-0.042317,-0.051372,0.17314300000000002,0.182929,-0.81853,-0.643451,-1.461981,6.182305,6.045329,6.12871,6.09667,7.698082,6.182239,6.04553,6.128748000000001,6.096869,7.698082,0.251959,0.277137,0.26161,0.251894,0.278477,0.262083,0.0,0.0,0.0,19.438432,13.288559,32.726991,19.432959,13.353696,32.786655,0.0,0.0,0.0,-0.17027799999999998,-0.00365,-0.173928,-0.191541,0.006343,-0.185199,0.0,0.0,0.0,-0.385858,-0.23581,-0.621667,0.0,0.0,0.0,-0.002314,-0.029011,-0.031325,3229.313791,1705.264256,4934.578047,-8202.585901999999,-86.17344399999998,-8116.412458,248.619369,248.619369,0.0,-87.696936,-87.696936,0.0,1171.596265,1211.309953,-39.713688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,162,-1953.933105,True,9.036e-06,-5.582576,-4.529038,-5.582576,-4.529038,0.396731,0.33094,60.0,-3.730883,-2.1384950000000003,-5.869378,-0.042187,-0.051214,0.198611,0.168012,-0.892225,-0.6400399999999999,-1.532265,6.19951,6.054436,6.143197,6.105518,7.717473,6.199145,6.0547830000000005,6.143107,6.105862,7.717473,0.243465,0.26902800000000004,0.253173,0.243165,0.270608,0.25358800000000004,0.0,0.0,0.0,19.12387,12.938636,32.062506,19.098088,13.016118,32.114206,0.0,0.0,0.0,-0.327542,-0.092275,-0.419816,-0.353088,-0.081415,-0.434503,0.0,0.0,0.0,-0.352164,-0.221646,-0.573811,0.0,0.0,0.0,0.018249,-0.016729,0.00152,3273.907829,1699.331073,4973.238903,-8251.373645,-89.71305799999998,-8161.660587,250.075334,250.075334,0.0,-87.731882,-87.731882,0.0,1169.259829,1208.896865,-39.637036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,164,-1964.444151,True,9.8197e-06,-5.219157,-4.894722,-5.219157,-4.894722,0.411469,0.345074,60.0,-4.071325,-2.333639,-6.404964,-0.041585,-0.051026,0.15236,0.152392,-0.79955,-0.637464,-1.437014,6.216006,6.062247,6.156795,6.113081,7.736766999999999,6.215594,6.062727,6.156723,6.113557,7.736766999999999,0.23401,0.260331,0.243913,0.233692,0.262116,0.244388,0.0,0.0,0.0,18.707332,12.552684,31.260017,18.679434,12.640746,31.320181,0.0,0.0,0.0,-0.460866,-0.164053,-0.62492,-0.487042,-0.152309,-0.639351,0.0,0.0,0.0,-0.300843,-0.199309,-0.500153,0.0,0.0,0.0,0.031072,-0.007391,0.023681,3318.627695,1693.586678,5012.214373,-8298.862309999999,-93.335826,-8205.526484,250.89892200000003,250.89892200000003,0.0,-88.01468299999998,-88.01468299999998,0.0,1167.161523,1206.723664,-39.562141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,166,-1974.310179,True,8.0457e-06,-4.982531,-5.22208,-4.982531,-5.22208,0.440754,0.364478,60.0,-4.738268,-2.612727,-7.350994,-0.040999,-0.050845,0.112512,0.135493,-0.747105,-0.635425,-1.38253,6.230478,6.067665,6.1682739999999985,6.118272,7.755965,6.230158,6.068266,6.168303,6.118868,7.755965,0.221159,0.248605,0.231389,0.220481,0.250555,0.231692,0.0,0.0,0.0,17.979022,12.008734,29.987757,17.922041,12.105324,30.027364,0.0,0.0,0.0,-0.5861970000000001,-0.229799,-0.815996,-0.618589,-0.217565,-0.8361540000000001,0.0,0.0,0.0,-0.233695,-0.169628,-0.403323,0.0,0.0,0.0,0.037631,0.000429,0.03806,3363.920737,1688.147564,5052.068300999998,-8345.555239,-97.060743,-8248.494496,251.210598,251.210598,0.0,-88.651546,-88.651546,0.0,1165.35123,1204.840352,-39.489121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,168,-1984.011342,True,8.8454e-06,-4.842529,-5.5246830000000005,-4.842529,-5.5246830000000005,0.44955,0.390734,60.0,-4.980727,-3.013154,-7.99388,-0.040576,-0.050669,0.107754,0.11923,-0.76258,-0.637881,-1.400461,6.243359,6.071466,6.1782,6.121859,7.775067999999999,6.243112,6.072178,6.178313,6.122565,7.775067999999999,0.204834,0.233266,0.215333,0.203867,0.235282,0.215469,0.0,0.0,0.0,16.922271,11.281907,28.204177,16.840988,11.38206,28.223047,0.0,0.0,0.0,-0.713298,-0.298707,-1.0120049999999998,-0.749616,-0.2874,-1.037016,0.0,0.0,0.0,-0.16234400000000002,-0.137199,-0.299543,0.0,0.0,0.0,0.041634,0.007645,0.049279,3408.289904,1682.991529,5091.281434,-8391.8552,-100.811453,-8291.043747,251.45626,251.45626,0.0,-89.162565,-89.162565,0.0,1163.6630699999996,1203.079365,-39.416295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,170,-1993.597886,True,9.7751e-06,-4.72729,-5.803007,-4.72729,-5.803007,0.443956,0.423044,60.0,-4.902904,-3.54281,-8.445715,-0.0402,-0.050515,0.120985,0.105649,-0.807757,-0.646767,-1.454525,6.255404,6.074597,6.187398,6.124782,7.794078,6.255268,6.0754839999999986,6.1876440000000015,6.125662,7.794078,0.185877,0.214558,0.19637,0.184991,0.21661,0.196561,0.0,0.0,0.0,15.598968,10.387806,25.986775,15.523925,10.490184,26.014109,0.0,0.0,0.0,-0.811217,-0.355124,-1.166341,-0.849564,-0.347066,-1.1966290000000002,0.0,0.0,0.0,-0.093698,-0.10454,-0.198238,0.0,0.0,0.0,0.041939,0.012859,0.054798,3451.162584,1677.851914,5129.014499,-8437.593501000001,-104.550957,-8333.042544,251.811225,251.811225,0.0,-88.872559,-88.872559,0.0,1161.942689,1201.28399,-39.341301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,172,-2004.064405,True,8.229400000000001e-06,-5.1119910000000015,-5.886739,-5.1119910000000015,-5.886739,0.419392,0.443483,60.0,-4.316454,-3.896349,-8.212802,-0.040749,-0.050477,0.174689,0.101657,-0.933699,-0.651706,-1.585405,6.261475,6.072707,6.191021,6.122724,7.812996000000001,6.261483,6.072649,6.191004,6.122667,7.812996000000001,-0.157575,-0.173256,-0.16326,-0.157898,-0.174459,-0.163902,0.0,0.0,0.0,-13.405395,-8.382925,-21.78832,-13.432904999999998,-8.441006,-21.873911,0.0,0.0,0.0,0.369706,0.25772,0.627426,0.385915,0.262322,0.648237,0.0,0.0,0.0,0.084969,0.017668,0.102637,0.0,0.0,0.0,-0.034546,-0.011768,-0.046314,3499.8773020000012,1667.01081,5166.888112,-8489.276085,-108.739274,-8380.53681,254.360894,254.360894,0.0,-86.322601,-86.322601,0.0,1160.083482,1199.341766,-39.258284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,174,-2013.964289,True,9.668e-06,-4.902945,-6.18508,-4.902945,-6.18508,0.378659,0.462116,60.0,-3.586434,-4.255019,-7.841452,-0.039979,-0.050188,0.16418,0.09429,-0.8401120000000001,-0.651742,-1.491853,6.275382,6.077839,6.202218,6.127633,7.831823,6.275284,6.078031,6.2022260000000005,6.127823,7.831823,-0.140836,-0.15618900000000002,-0.146351,-0.141093,-0.157529,-0.146998,0.0,0.0,0.0,-12.174538,-7.569934,-19.744473,-12.196367,-7.635348,-19.831716,0.0,0.0,0.0,0.188905,0.160715,0.349619,0.19868,0.163684,0.362364,0.0,0.0,0.0,0.096513,0.027211000000000003,0.123724,0.0,0.0,0.0,-0.020857,-0.009134,-0.02999,3541.048692000001,1662.250584,5203.299276,-8534.747914,-112.542885,-8422.205028,255.00557200000003,255.00557200000003,0.0,-86.405814,-86.405814,0.0,1158.217897,1197.407274,-39.189377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,176,-2023.658266,True,9.1504e-06,-4.71646,-6.478399,-4.71646,-6.478399,0.352229,0.485668,60.0,-3.147975,-4.7272690000000015,-7.875244,-0.039411,-0.049896,0.188143,0.086676,-0.849512,-0.655662,-1.505173,6.289772,6.082718,6.213672,6.13229,7.850559,6.289577,6.083106,6.213689,6.132675,7.850559,-0.121841,-0.136444,-0.127039,-0.121923,-0.137872,-0.127601,0.0,0.0,0.0,-10.702523,-6.623608,-17.32613,-10.70908,-6.693749,-17.402829,0.0,0.0,0.0,-0.031098,0.04347,0.012372,-0.039892,0.043951,0.004059,0.0,0.0,0.0,0.10153,0.035338,0.13686700000000002,0.0,0.0,0.0,2.9e-05,-0.004319,-0.00429,3580.402028,1657.493499,5237.8955270000015,-8578.055134999999,-116.312084,-8461.74305,255.06175,255.06175,0.0,-85.598589,-85.598589,0.0,1156.418597,1195.536991,-39.118394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,178,-2032.903446,True,9.9289e-06,-4.481451,-6.758749000000001,-4.481451,-6.758749000000001,0.328912,0.5139600000000001,60.0,-2.806909,-5.327372,-8.134281,-0.038542,-0.049584,0.217554,0.07855,-0.844609,-0.660806,-1.505415,6.304569,6.0871330000000015,6.225264,6.1364870000000025,7.869207,6.304318,6.087544,6.2252519999999985,6.136895,7.869207,-0.100101,-0.113796,-0.10493,-0.100958,-0.115354,-0.106035,0.0,0.0,0.0,-8.934647,-5.532153,-14.4668,-9.010444,-5.608692,-14.619135,0.0,0.0,0.0,-0.202755,-0.052158,-0.254913,-0.218256,-0.054067,-0.272323,0.0,0.0,0.0,0.083253,0.034423,0.117676,0.0,0.0,0.0,0.012824,0.00015800000000000002,0.012982,3618.771228,1652.846042,5271.617270000002,-8619.825606999999,-120.06788600000002,-8499.757721,254.664913,254.664913,0.0,-84.474719,-84.474719,0.0,1154.754394,1193.801634,-39.047241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,180,-2041.588947,True,8.036900000000001e-06,-4.344547,-7.016386,-4.344547,-7.016386,0.287797,0.554975,60.0,-2.233162,-6.257063,-8.490225,-0.03709,-0.049224,0.211142,0.0678,-0.7567020000000001,-0.663524,-1.420226,6.319064,6.089925,6.2361309999999985,6.139075,7.887766,6.318806,6.090054,6.2360120000000006,6.139204,7.887766,-0.070704,-0.08256799999999999,-0.074847,-0.0716,-0.084333,-0.076047,0.0,0.0,0.0,-6.4111150000000015,-4.0176940000000005,-10.428809,-6.4917989999999985,-4.103783,-10.595582,0.0,0.0,0.0,-0.283691,-0.109023,-0.392714,-0.305234,-0.112169,-0.417403,0.0,0.0,0.0,0.02627,0.017141999999999998,0.043412,0.0,0.0,0.0,0.010646,0.002256,0.012903,3655.808261,1648.679904,5304.488165,-8660.125113,-123.78001,-8536.345103,253.69642,253.69642,0.0,-83.08964,-83.08964,0.0,1153.351672,1192.328217,-38.976546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,182,-2050.208181,True,8.5466e-06,-4.441781,-7.247373,-4.441781,-7.247373,0.282162,0.6229140000000001,60.0,-2.162254,-7.948511999999999,-10.110766,-0.03682,-0.048817,0.195567,0.053653999999999986,-0.720968,-0.661774,-1.382742,6.333112,6.090342,6.245924,6.139307,7.906239,6.3329010000000014,6.089352,6.245436,6.138325,7.906239,3e-06,4e-06,3e-06,3e-06,4e-06,3e-06,0.0,0.0,0.0,0.000262,0.000178,0.00044,0.000272,0.000185,0.0004570000000000001,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3692.530219,1645.586065,5338.116285,-8700.022613,-127.494315,-8572.528298000001,252.334033,252.334033,0.0,-81.456471,-81.456471,0.0,1152.314093,1191.221815,-38.907722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,184,-2058.7809230000007,True,8.7526e-06,-3.5632550000000003,-7.498117999999999,-3.5632550000000003,-7.498117999999999,0.353046,0.6155579999999999,60.0,-3.241053,-7.807811999999997,-11.048865,-0.038457,-0.04853,0.380906,0.054002,-1.171542,-0.657414,-1.828956,6.354197,6.098483,6.26306,6.147201,7.924625,6.35383,6.097347,6.262423,6.146075,7.924625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.9e-05,-1.4e-05,-3.3e-05,-1.8e-05,-1.5e-05,-3.2e-05,0.0,0.0,0.0,-0.0,-0.0,-1e-06,-0.0,-0.0,-1e-06,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3731.223016,1639.254557,5370.477573,-8738.052946,-131.36288100000002,-8606.690065,250.925035,250.925035,0.0,-80.077892,-80.077892,0.0,1150.825127,1189.663511,-38.83838400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,186,-2064.358203,True,9.7261e-06,-2.75814,-7.778403999999999,-2.75814,-7.778403999999999,0.396794,0.609334,60.0,-4.200735,-7.694999,-11.895735,-0.03748,-0.048251,0.177527,0.054092,-0.811487,-0.652613,-1.4641,6.374843,6.108819,6.280737,6.157274,7.942927,6.374446,6.107599,6.280053,6.156064,7.942927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,2e-06,6e-06,3e-06,3e-06,6e-06,0.0,0.0,0.0,-0.0,-0.0,-1e-06,-0.0,-0.0,-1e-06,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3774.894803,1632.741665,5407.636468,-8777.906467,-135.474058,-8642.432409000001,250.366011,250.366011,0.0,-79.99341,-79.99341,0.0,1148.89903,1187.663399,-38.764368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,188,-2069.087152,True,7.425499999999999e-06,-2.493226,-8.07761,-2.493226,-8.07761,0.509738,0.604104,60.0,-7.0140160000000025,-7.605757,-14.619774,-0.037045,-0.047982,0.098214,0.053921,-0.7752939999999999,-0.647357,-1.422652,6.3952269999999976,6.121095,6.298959,6.1692730000000005,7.961145,6.394888,6.119835,6.298301,6.1680230000000025,7.961145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,0.0,0.0,0.0,-2e-06,-1e-06,-3e-06,-2e-06,-1e-06,-3e-06,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3823.348459,1626.024943,5449.373402,-8818.931735,-139.83406499999998,-8679.097670000001,250.559226,250.559226,0.0,-80.635774,-80.635774,0.0,1146.590155,1185.275895,-38.685739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,190,-2075.091795,True,8.6429e-06,-3.058364,-8.381077000000001,-3.058364,-8.381077000000001,0.4613680000000001,0.466314,60.0,-6.033181,-4.5494629999999985,-10.582644,-0.035282,-0.047797000000000006,0.103153,0.08219,-0.7717390000000001,-0.6213529999999999,-1.393092,6.433584,6.154591,6.336297,6.202329,7.97928,6.4332449999999985,6.155263,6.336305,6.202996,7.97928,0.091017,0.11597,0.099345,0.090941,0.118481,0.100134,0.0,0.0,0.0,9.030101,5.763499,14.7936,9.0216,5.889586,14.911186,0.0,0.0,0.0,1.34711,0.709604,2.056713,1.393191,0.732089,2.12528,0.0,0.0,0.0,0.463287,0.187389,0.650675,0.0,0.0,0.0,0.154316,0.060705,0.215021,3861.05775,1614.345342,5475.403092000001,-8855.04102,-143.634671,-8711.406348999999,253.262515,253.262515,0.0,-78.97766,-78.97766,0.0,1142.237014,1180.847482,-38.610467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,192,-2081.462454,True,8.5901e-06,-3.186584,-8.670388,-3.186584,-8.670388,0.49691,0.399664,60.0,-6.929161,-3.365681,-10.294842,-0.035635,-0.047459,0.098759,0.10086,-0.8413940000000001,-0.593873,-1.435267,6.465579,6.1814620000000025,6.3671989999999985,6.228815,7.997332000000001,6.465139,6.182379,6.367222,6.229725,7.997332000000001,0.123522,0.152916,0.133256,0.122879,0.155082,0.133546,0.0,0.0,0.0,12.507475,7.666157000000001,20.173633,12.44068,7.777050999999997,20.217731,0.0,0.0,0.0,1.847932,0.951177,2.7991080000000004,1.898828,0.976707,2.875535,0.0,0.0,0.0,0.6523979999999999,0.273532,0.925931,0.0,0.0,0.0,0.214084,0.094453,0.30853800000000003,3905.266726,1605.908596,5511.175322,-8896.088324,-147.810582,-8748.277742,255.950641,255.950641,0.0,-79.320963,-79.320963,0.0,1138.55098,1177.086375,-38.535396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
